gyre [9.1.1]
------------

OpenMP Threads   : 12
Input filename   : gyre_ad_wide_hi.in

Model Init
----------

Reading from MESA file
   File name ../mesa/LOGS/profile331.data.GYRE
   File version 1.01
   Read 7137 points
   No need to add central point

Mode Search
-----------

Mode parameters
   l : 16
   m : 0

Building frequency grid (REAL axis)
   added scan interval :  0.5234E+00 ->  0.2094E+01 (3000 points, INVERSE)

Building spatial grid
   Scaffold grid from model
   Split 266 subinterval(s) in iteration 1
   Split 25 subinterval(s) in iteration 2
   Split 0 subinterval(s) in iteration 3
   Final grid has 1 segment(s) and 7428 point(s):
      Segment 1 : x range 0.0000 -> 1.0012 (1 -> 7428)

Starting search (adiabatic)

Scanning frequencies
  Time elapsed :     2.085 s

Finding roots
  Time elapsed :      0.429 s

Processing modes
   id    l     m    n_pg    n_p    n_g       Re(omega)       Im(omega)        chi n_iter
  745   20     0     -91      0     91  0.12661438E+01  0.00000000E+00 0.2079E-12      6
  746   20     0     -90      0     90  0.12780813E+01  0.00000000E+00 0.2019E-13      6
  747   20     0     -89      0     89  0.12902816E+01  0.00000000E+00 0.1117E-12      6
  748   20     0     -88      0     88  0.13052096E+01  0.00000000E+00 0.4632E-12      5
  749   20     0     -87      0     87  0.13206000E+01  0.00000000E+00 0.3951E-14      6
  750   20     0     -86      0     86  0.13338003E+01  0.00000000E+00 0.1274E-12      6
  751   20     0     -85      0     85  0.13468405E+01  0.00000000E+00 0.6502E-13      6
  752   20     0     -84      0     84  0.13630259E+01  0.00000000E+00 0.4268E-13      5
  753   20     0     -83      0     83  0.13799818E+01  0.00000000E+00 0.3946E-13      6
  754   20     0     -82      0     82  0.13945752E+01  0.00000000E+00 0.1380E-12      5
  755   20     0     -81      0     81  0.14085323E+01  0.00000000E+00 0.8254E-13      6
  756   20     0     -80      0     80  0.14261492E+01  0.00000000E+00 0.7698E-13      5
  757   20     0     -79      0     79  0.14448319E+01  0.00000000E+00 0.9625E-13      6
  758   20     0     -78      0     78  0.14609188E+01  0.00000000E+00 0.2464E-12      6
  759   20     0     -77      0     77  0.14760160E+01  0.00000000E+00 0.4426E-13      6
  760   20     0     -76      0     76  0.14953203E+01  0.00000000E+00 0.4648E-13      5
  761   20     0     -75      0     75  0.15159236E+01  0.00000000E+00 0.1910E-13      6
  762   20     0     -74      0     74  0.15336455E+01  0.00000000E+00 0.3441E-12      5
  763   20     0     -73      0     73  0.15500106E+01  0.00000000E+00 0.8218E-14      6
  764   20     0     -72      0     72  0.15711193E+01  0.00000000E+00 0.3205E-12      5
  765   20     0     -71      0     71  0.15937285E+01  0.00000000E+00 0.6212E-13      6
  766   20     0     -70      0     70  0.16130968E+01  0.00000000E+00 0.6110E-13      6
  767   20     0     -69      0     69  0.16309460E+01  0.00000000E+00 0.3009E-12      6
  768   20     0     -68      0     68  0.16542373E+01  0.00000000E+00 0.2157E-12      5
  769   20     0     -67      0     67  0.16792804E+01  0.00000000E+00 0.2362E-13      6
  770   20     0     -66      0     66  0.17006394E+01  0.00000000E+00 0.2651E-13      5
  Time elapsed :      6.695 s

Mode Search
-----------

Mode parameters
   l : 21
   m : 0

Building frequency grid (REAL axis)
   added scan interval :  0.5234E+00 ->  0.2094E+01 (3000 points, INVERSE)

Building spatial grid
   Scaffold grid from model
   Split 281 subinterval(s) in iteration 1
   Split 30 subinterval(s) in iteration 2
   Split 0 subinterval(s) in iteration 3
   Final grid has 1 segment(s) and 7448 point(s):
      Segment 1 : x range 0.0000 -> 1.0012 (1 -> 7448)

Starting search (adiabatic)

Scanning frequencies
  Time elapsed :     0.824 s

Finding roots
  Time elapsed :      0.211 s

Processing modes
   id    l     m    n_pg    n_p    n_g       Re(omega)       Im(omega)        chi n_iter
  812   21     0    -209      0    209  0.59257648E+00  0.00000000E+00 0.6523E-12      5
  813   21     0    -208      0    208  0.59535270E+00  0.00000000E+00 0.2362E-12      6
  814   21     0    -207      0    207  0.59830995E+00  0.00000000E+00 0.2407E-12      6
  815   21     0    -206      0    206  0.60120275E+00  0.00000000E+00 0.1597E-12      6
  816   21     0    -205      0    205  0.60398434E+00  0.00000000E+00 0.4770E-12      6
  817   21     0    -204      0    204  0.60691613E+00  0.00000000E+00 0.1271E-12      6
  818   21     0    -203      0    203  0.60998662E+00  0.00000000E+00 0.2226E-12      6
  819   21     0    -202      0    202  0.61295349E+00  0.00000000E+00 0.6112E-12      6
  820   21     0    -201      0    201  0.61583549E+00  0.00000000E+00 0.3213E-12      6
  821   21     0    -200      0    200  0.61891653E+00  0.00000000E+00 0.2885E-12      6
  822   21     0    -199      0    199  0.62211999E+00  0.00000000E+00 0.4004E-12      6
  823   21     0    -198      0    198  0.62517278E+00  0.00000000E+00 0.3427E-12      5
  824   21     0    -197      0    197  0.62815473E+00  0.00000000E+00 0.4317E-13      5
  825   21     0    -196      0    196  0.63139341E+00  0.00000000E+00 0.2479E-12      5
  826   21     0    -195      0    195  0.63474927E+00  0.00000000E+00 0.1618E-12      6
  827   21     0    -194      0    194  0.63789711E+00  0.00000000E+00 0.4424E-12      6
  828   21     0    -193      0    193  0.64096631E+00  0.00000000E+00 0.7153E-13      6
  829   21     0    -192      0    192  0.64435834E+00  0.00000000E+00 0.9488E-13      6
  830   21     0    -191      0    191  0.64788438E+00  0.00000000E+00 0.4778E-12      6
  831   21     0    -190      0    190  0.65116188E+00  0.00000000E+00 0.3847E-13      6
  832   21     0    -189      0    189  0.65431894E+00  0.00000000E+00 0.5542E-12      5
  833   21     0    -188      0    188  0.65784242E+00  0.00000000E+00 0.2826E-12      6
  834   21     0    -187      0    187  0.66153661E+00  0.00000000E+00 0.2226E-12      6
  835   21     0    -186      0    186  0.66499110E+00  0.00000000E+00 0.5981E-13      6
  836   21     0    -185      0    185  0.66828193E+00  0.00000000E+00 0.3068E-13      5
  837   21     0    -184      0    184  0.67192109E+00  0.00000000E+00 0.1878E-12      5
  838   21     0    -183      0    183  0.67574669E+00  0.00000000E+00 0.2608E-12      6
  839   21     0    -182      0    182  0.67934465E+00  0.00000000E+00 0.3582E-12      5
  840   21     0    -181      0    181  0.68280652E+00  0.00000000E+00 0.1170E-12      5
  841   21     0    -180      0    180  0.68661817E+00  0.00000000E+00 0.4078E-12      6
  842   21     0    -179      0    179  0.69060355E+00  0.00000000E+00 0.2953E-12      6
  843   21     0    -178      0    178  0.69434960E+00  0.00000000E+00 0.2064E-12      6
  844   21     0    -177      0    177  0.69797238E+00  0.00000000E+00 0.7849E-13      5
  845   21     0    -176      0    176  0.70195250E+00  0.00000000E+00 0.3073E-12      6
  846   21     0    -175      0    175  0.70608837E+00  0.00000000E+00 0.3994E-12      6
  847   21     0    -174      0    174  0.70997812E+00  0.00000000E+00 0.1155E-12      5
  848   21     0    -173      0    173  0.71380262E+00  0.00000000E+00 0.4021E-12      5
  849   21     0    -172      0    172  0.71799972E+00  0.00000000E+00 0.3522E-12      6
  850   21     0    -171      0    171  0.72231737E+00  0.00000000E+00 0.2483E-12      6
  851   21     0    -170      0    170  0.72634540E+00  0.00000000E+00 0.3764E-14      6
  852   21     0    -169      0    169  0.73033613E+00  0.00000000E+00 0.7141E-13      5
  853   21     0    -168      0    168  0.73474746E+00  0.00000000E+00 0.2828E-12      6
  854   21     0    -167      0    167  0.73926857E+00  0.00000000E+00 0.3077E-13      6
  855   21     0    -166      0    166  0.74346954E+00  0.00000000E+00 0.3095E-12      6
  856   21     0    -165      0    165  0.74766605E+00  0.00000000E+00 0.8100E-12      5
  857   21     0    -164      0    164  0.75232103E+00  0.00000000E+00 0.2058E-12      6
  858   21     0    -163      0    163  0.75705976E+00  0.00000000E+00 0.9396E-13      6
  859   21     0    -162      0    162  0.76140639E+00  0.00000000E+00 0.3875E-12      5
  860   21     0    -161      0    161  0.76579024E+00  0.00000000E+00 0.1037E-12      5
  861   21     0    -160      0    160  0.77071302E+00  0.00000000E+00 0.4089E-13      6
  862   21     0    -159      0    159  0.77571005E+00  0.00000000E+00 0.4389E-12      6
  863   21     0    -158      0    158  0.78025867E+00  0.00000000E+00 0.1791E-12      6
  864   21     0    -157      0    157  0.78485743E+00  0.00000000E+00 0.1449E-12      5
  865   21     0    -156      0    156  0.79004718E+00  0.00000000E+00 0.1744E-12      6
  866   21     0    -155      0    155  0.79529845E+00  0.00000000E+00 0.8381E-13      6
  867   21     0    -154      0    154  0.80003686E+00  0.00000000E+00 0.1256E-12      6
  868   21     0    -153      0    153  0.80486135E+00  0.00000000E+00 0.9070E-12      5
  869   21     0    -152      0    152  0.81035289E+00  0.00000000E+00 0.7918E-13      5
  870   21     0    -151      0    151  0.81591255E+00  0.00000000E+00 0.2095E-12      6
  871   21     0    -150      0    150  0.82089918E+00  0.00000000E+00 0.6673E-13      6
  872   21     0    -149      0    149  0.82594375E+00  0.00000000E+00 0.3689E-12      5
  873   21     0    -148      0    148  0.83171556E+00  0.00000000E+00 0.1057E-12      6
  874   21     0    -147      0    147  0.83755930E+00  0.00000000E+00 0.2141E-12      6
  875   21     0    -146      0    146  0.84280189E+00  0.00000000E+00 0.1461E-13      6
  876   21     0    -145      0    145  0.84814881E+00  0.00000000E+00 0.3792E-13      5
  877   21     0    -144      0    144  0.85425140E+00  0.00000000E+00 0.2952E-13      6
  878   21     0    -143      0    143  0.86039258E+00  0.00000000E+00 0.6525E-13      6
  879   21     0    -142      0    142  0.86589473E+00  0.00000000E+00 0.3213E-13      6
  880   21     0    -141      0    141  0.87157012E+00  0.00000000E+00 0.2372E-12      5
  881   21     0    -140      0    140  0.87802484E+00  0.00000000E+00 0.1033E-12      5
  882   21     0    -139      0    139  0.88446435E+00  0.00000000E+00 0.1003E-12      6
  883   21     0    -138      0    138  0.89023543E+00  0.00000000E+00 0.5556E-12      5
  884   21     0    -137      0    137  0.89629961E+00  0.00000000E+00 0.7468E-12      5
  885   21     0    -136      0    136  0.90317013E+00  0.00000000E+00 0.5732E-13      6
  886   21     0    -135      0    135  0.90995865E+00  0.00000000E+00 0.1394E-12      6
  887   21     0    -134      0    134  0.91598896E+00  0.00000000E+00 0.1729E-13      5
  888   21     0    -133      0    133  0.92242304E+00  0.00000000E+00 0.1575E-12      5
  889   21     0    -132      0    132  0.92973968E+00  0.00000000E+00 0.9520E-13      6
  890   21     0    -131      0    131  0.93693082E+00  0.00000000E+00 0.3502E-14      6
  891   21     0    -130      0    130  0.94329338E+00  0.00000000E+00 0.1046E-12      5
  892   21     0    -129      0    129  0.95013315E+00  0.00000000E+00 0.7359E-13      5
  893   21     0    -128      0    128  0.95789719E+00  0.00000000E+00 0.8446E-13      6
  894   21     0    -127      0    127  0.96546441E+00  0.00000000E+00 0.4856E-12      5
  895   21     0    -126      0    126  0.97216964E+00  0.00000000E+00 0.1017E-12      5
  896   21     0    -125      0    125  0.97950526E+00  0.00000000E+00 0.7227E-13      5
  897   21     0    -124      0    124  0.98778823E+00  0.00000000E+00 0.2570E-12      5
  898   21     0    -123      0    123  0.99579464E+00  0.00000000E+00 0.2775E-13      5
  899   21     0    -122      0    122  0.10028613E+01  0.00000000E+00 0.2403E-12      5
  900   21     0    -121      0    121  0.10106864E+01  0.00000000E+00 0.1560E-12      5
  901   21     0    -120      0    120  0.10195302E+01  0.00000000E+00 0.6349E-13      6
  902   21     0    -119      0    119  0.10280621E+01  0.00000000E+00 0.1648E-12      6
  903   21     0    -118      0    118  0.10355514E+01  0.00000000E+00 0.2377E-12      5
  904   21     0    -117      0    117  0.10438652E+01  0.00000000E+00 0.8103E-13      6
  905   21     0    -116      0    116  0.10532974E+01  0.00000000E+00 0.8978E-13      6
  906   21     0    -115      0    115  0.10623968E+01  0.00000000E+00 0.1384E-12      6
  907   21     0    -114      0    114  0.10703410E+01  0.00000000E+00 0.7022E-13      5
  908   21     0    -113      0    113  0.10791811E+01  0.00000000E+00 0.1050E-12      6
  909   21     0    -112      0    112  0.10892510E+01  0.00000000E+00 0.1366E-12      6
  910   21     0    -111      0    111  0.10989770E+01  0.00000000E+00 0.7991E-13      6
  911   21     0    -110      0    110  0.11074022E+01  0.00000000E+00 0.7508E-13      5
  912   21     0    -109      0    109  0.11167682E+01  0.00000000E+00 0.1068E-12      6
  913   21     0    -108      0    108  0.11275193E+01  0.00000000E+00 0.2601E-12      6
  914   21     0    -107      0    107  0.11379804E+01  0.00000000E+00 0.1804E-12      6
  915   21     0    -106      0    106  0.11469952E+01  0.00000000E+00 0.9213E-13      5
  916   21     0    -105      0    105  0.11568743E+01  0.00000000E+00 0.3417E-12      6
  917   21     0    -104      0    104  0.11683479E+01  0.00000000E+00 0.3777E-13      6
  918   21     0    -103      0    103  0.11796766E+01  0.00000000E+00 0.6462E-13      6
  919   21     0    -102      0    102  0.11893918E+01  0.00000000E+00 0.9254E-13      5
  920   21     0    -101      0    101  0.11997399E+01  0.00000000E+00 0.3191E-12      6
  921   21     0    -100      0    100  0.12119856E+01  0.00000000E+00 0.8269E-13      6
  922   21     0     -99      0     99  0.12243243E+01  0.00000000E+00 0.1456E-12      6
  923   21     0     -98      0     98  0.12349294E+01  0.00000000E+00 0.3670E-13      5
  924   21     0     -97      0     97  0.12457977E+01  0.00000000E+00 0.1625E-12      6
  925   21     0     -96      0     96  0.12589182E+01  0.00000000E+00 0.1092E-12      6
  926   21     0     -95      0     95  0.12724126E+01  0.00000000E+00 0.7491E-14      6
  927   21     0     -94      0     94  0.12840882E+01  0.00000000E+00 0.1603E-12      5
  928   21     0     -93      0     93  0.12956286E+01  0.00000000E+00 0.2020E-12      6
  929   21     0     -92      0     92  0.13097555E+01  0.00000000E+00 0.1467E-13      5
  930   21     0     -91      0     91  0.13245252E+01  0.00000000E+00 0.1302E-14      6
  931   21     0     -90      0     90  0.13374008E+01  0.00000000E+00 0.1000E-13      6
  932   21     0     -89      0     89  0.13497119E+01  0.00000000E+00 0.1753E-12      6
  933   21     0     -88      0     88  0.13649353E+01  0.00000000E+00 0.1306E-12      5
  934   21     0     -87      0     87  0.13811203E+01  0.00000000E+00 0.2260E-12      6
  935   21     0     -86      0     86  0.13954018E+01  0.00000000E+00 0.1368E-12      6
  936   21     0     -85      0     85  0.14085826E+01  0.00000000E+00 0.8656E-14      6
  937   21     0     -84      0     84  0.14250049E+01  0.00000000E+00 0.7479E-14      5
  938   21     0     -83      0     83  0.14427802E+01  0.00000000E+00 0.1079E-12      6
  939   21     0     -82      0     82  0.14586107E+01  0.00000000E+00 0.2834E-13      6
  940   21     0     -81      0     81  0.14727374E+01  0.00000000E+00 0.8062E-13      6
  941   21     0     -80      0     80  0.14905248E+01  0.00000000E+00 0.2616E-12      6
  942   21     0     -79      0     79  0.15100690E+01  0.00000000E+00 0.1776E-12      6
  943   21     0     -78      0     78  0.15275499E+01  0.00000000E+00 0.6686E-13      6
  944   21     0     -77      0     77  0.15428286E+01  0.00000000E+00 0.6833E-13      6
  945   21     0     -76      0     76  0.15622430E+01  0.00000000E+00 0.3167E-13      5
  946   21     0     -75      0     75  0.15837409E+01  0.00000000E+00 0.3934E-13      6
  947   21     0     -74      0     74  0.16029965E+01  0.00000000E+00 0.1282E-12      6
  948   21     0     -73      0     73  0.16195383E+01  0.00000000E+00 0.6694E-13      6
  949   21     0     -72      0     72  0.16406775E+01  0.00000000E+00 0.3034E-13      5
  950   21     0     -71      0     71  0.16642249E+01  0.00000000E+00 0.1023E-12      6
  951   21     0     -70      0     70  0.16853046E+01  0.00000000E+00 0.6098E-13      6
  952   21     0     -69      0     69  0.17032983E+01  0.00000000E+00 0.5196E-13      5
  Time elapsed :      7.386 s

Mode Search
-----------

Mode parameters
   l : 22
   m : 0

Building frequency grid (REAL axis)
   added scan interval :  0.5234E+00 ->  0.2094E+01 (3000 points, INVERSE)

Building spatial grid
   Scaffold grid from model
   Split 283 subinterval(s) in iteration 1
   Split 32 subinterval(s) in iteration 2
   Split 0 subinterval(s) in iteration 3
   Final grid has 1 segment(s) and 7452 point(s):
      Segment 1 : x range 0.0000 -> 1.0012 (1 -> 7452)

Starting search (adiabatic)

Scanning frequencies
  Time elapsed :     0.831 s

Finding roots
  Time elapsed :      0.228 s

Processing modes
   id    l     m    n_pg    n_p    n_g       Re(omega)       Im(omega)        chi n_iter
  995   22     0    -219      0    219  0.59188774E+00  0.00000000E+00 0.5909E-13      6
  996   22     0    -218      0    218  0.59461411E+00  0.00000000E+00 0.4416E-13      5
  997   22     0    -217      0    217  0.59721140E+00  0.00000000E+00 0.4675E-12      6
  998   22     0    -216      0    216  0.59992799E+00  0.00000000E+00 0.5703E-13      6
  999   22     0    -215      0    215  0.60281757E+00  0.00000000E+00 0.5607E-12      6
 1000   22     0    -214      0    214  0.60563362E+00  0.00000000E+00 0.5392E-13      6
 1001   22     0    -213      0    213  0.60827951E+00  0.00000000E+00 0.3793E-12      5
 1002   22     0    -212      0    212  0.61108236E+00  0.00000000E+00 0.4559E-12      5
 1003   22     0    -211      0    211  0.61410002E+00  0.00000000E+00 0.4482E-12      6
 1004   22     0    -210      0    210  0.61705921E+00  0.00000000E+00 0.9270E-14      5
 1005   22     0    -209      0    209  0.61983401E+00  0.00000000E+00 0.1944E-12      6
 1006   22     0    -208      0    208  0.62272108E+00  0.00000000E+00 0.1934E-12      5
 1007   22     0    -207      0    207  0.62580852E+00  0.00000000E+00 0.2275E-12      6
 1008   22     0    -206      0    206  0.62884346E+00  0.00000000E+00 0.5850E-12      6
 1009   22     0    -205      0    205  0.63175138E+00  0.00000000E+00 0.7595E-12      5
 1010   22     0    -204      0    204  0.63480179E+00  0.00000000E+00 0.2292E-12      6
 1011   22     0    -203      0    203  0.63801013E+00  0.00000000E+00 0.4609E-12      6
 1012   22     0    -202      0    202  0.64112373E+00  0.00000000E+00 0.4741E-12      6
 1013   22     0    -201      0    201  0.64413260E+00  0.00000000E+00 0.1435E-12      6
 1014   22     0    -200      0    200  0.64733742E+00  0.00000000E+00 0.4997E-12      6
 1015   22     0    -199      0    199  0.65068722E+00  0.00000000E+00 0.2280E-12      6
 1016   22     0    -198      0    198  0.65389335E+00  0.00000000E+00 0.3587E-14      6
 1017   22     0    -197      0    197  0.65700260E+00  0.00000000E+00 0.9730E-13      6
 1018   22     0    -196      0    196  0.66036935E+00  0.00000000E+00 0.3388E-12      6
 1019   22     0    -195      0    195  0.66388042E+00  0.00000000E+00 0.6357E-13      6
 1020   22     0    -194      0    194  0.66719009E+00  0.00000000E+00 0.2769E-12      6
 1021   22     0    -193      0    193  0.67038684E+00  0.00000000E+00 0.2549E-12      5
 1022   22     0    -192      0    192  0.67390991E+00  0.00000000E+00 0.2865E-12      6
 1023   22     0    -191      0    191  0.67759944E+00  0.00000000E+00 0.5451E-13      6
 1024   22     0    -190      0    190  0.68104921E+00  0.00000000E+00 0.1359E-12      6
 1025   22     0    -189      0    189  0.68433701E+00  0.00000000E+00 0.3340E-12      5
 1026   22     0    -188      0    188  0.68799323E+00  0.00000000E+00 0.3109E-12      6
 1027   22     0    -187      0    187  0.69185721E+00  0.00000000E+00 0.3001E-12      6
 1028   22     0    -186      0    186  0.69549351E+00  0.00000000E+00 0.4750E-12      6
 1029   22     0    -185      0    185  0.69892357E+00  0.00000000E+00 0.6684E-13      6
 1030   22     0    -184      0    184  0.70269837E+00  0.00000000E+00 0.1601E-12      6
 1031   22     0    -183      0    183  0.70669901E+00  0.00000000E+00 0.3307E-12      6
 1032   22     0    -182      0    182  0.71048494E+00  0.00000000E+00 0.1086E-12      5
 1033   22     0    -181      0    181  0.71409213E+00  0.00000000E+00 0.2211E-12      5
 1034   22     0    -180      0    180  0.71804671E+00  0.00000000E+00 0.8984E-13      5
 1035   22     0    -179      0    179  0.72221495E+00  0.00000000E+00 0.1156E-12      6
 1036   22     0    -178      0    178  0.72615597E+00  0.00000000E+00 0.1881E-12      6
 1037   22     0    -177      0    177  0.72992895E+00  0.00000000E+00 0.3570E-12      6
 1038   22     0    -176      0    176  0.73405906E+00  0.00000000E+00 0.3326E-12      6
 1039   22     0    -175      0    175  0.73838664E+00  0.00000000E+00 0.1025E-12      6
 1040   22     0    -174      0    174  0.74247701E+00  0.00000000E+00 0.3261E-12      5
 1041   22     0    -173      0    173  0.74645562E+00  0.00000000E+00 0.3621E-13      5
 1042   22     0    -172      0    172  0.75081230E+00  0.00000000E+00 0.4432E-12      6
 1043   22     0    -171      0    171  0.75533253E+00  0.00000000E+00 0.2008E-14      6
 1044   22     0    -170      0    170  0.75956927E+00  0.00000000E+00 0.2623E-12      6
 1045   22     0    -169      0    169  0.76371568E+00  0.00000000E+00 0.2196E-13      5
 1046   22     0    -168      0    168  0.76829407E+00  0.00000000E+00 0.2075E-12      6
 1047   22     0    -167      0    167  0.77302996E+00  0.00000000E+00 0.1601E-12      6
 1048   22     0    -166      0    166  0.77744943E+00  0.00000000E+00 0.2378E-12      6
 1049   22     0    -165      0    165  0.78180481E+00  0.00000000E+00 0.1547E-12      5
 1050   22     0    -164      0    164  0.78663527E+00  0.00000000E+00 0.1952E-13      6
 1051   22     0    -163      0    163  0.79160265E+00  0.00000000E+00 0.1141E-12      6
 1052   22     0    -162      0    162  0.79617865E+00  0.00000000E+00 0.3047E-12      6
 1053   22     0    -161      0    161  0.80072058E+00  0.00000000E+00 0.4426E-14      5
 1054   22     0    -160      0    160  0.80582757E+00  0.00000000E+00 0.2405E-12      6
 1055   22     0    -159      0    159  0.81106866E+00  0.00000000E+00 0.2344E-12      6
 1056   22     0    -158      0    158  0.81586017E+00  0.00000000E+00 0.2024E-12      6
 1057   22     0    -157      0    157  0.82061968E+00  0.00000000E+00 0.2926E-12      5
 1058   22     0    -156      0    156  0.82600157E+00  0.00000000E+00 0.3895E-14      5
 1059   22     0    -155      0    155  0.83151171E+00  0.00000000E+00 0.6083E-13      6
 1060   22     0    -154      0    154  0.83650603E+00  0.00000000E+00 0.1348E-12      6
 1061   22     0    -153      0    153  0.84149222E+00  0.00000000E+00 0.6046E-12      5
 1062   22     0    -152      0    152  0.84718453E+00  0.00000000E+00 0.4589E-12      6
 1063   22     0    -151      0    151  0.85301847E+00  0.00000000E+00 0.1980E-12      6
 1064   22     0    -150      0    150  0.85827884E+00  0.00000000E+00 0.4800E-13      6
 1065   22     0    -149      0    149  0.86348902E+00  0.00000000E+00 0.7932E-13      5
 1066   22     0    -148      0    148  0.86946867E+00  0.00000000E+00 0.4245E-12      6
 1067   22     0    -147      0    147  0.87560254E+00  0.00000000E+00 0.1692E-13      6
 1068   22     0    -146      0    146  0.88113190E+00  0.00000000E+00 0.1635E-12      6
 1069   22     0    -145      0    145  0.88665034E+00  0.00000000E+00 0.2192E-12      5
 1070   22     0    -144      0    144  0.89297369E+00  0.00000000E+00 0.2110E-12      5
 1071   22     0    -143      0    143  0.89942342E+00  0.00000000E+00 0.8014E-13      6
 1072   22     0    -142      0    142  0.90522359E+00  0.00000000E+00 0.9578E-13      6
 1073   22     0    -141      0    141  0.91107562E+00  0.00000000E+00 0.5813E-12      5
 1074   22     0    -140      0    140  0.91776684E+00  0.00000000E+00 0.7317E-13      6
 1075   22     0    -139      0    139  0.92453633E+00  0.00000000E+00 0.6325E-13      5
 1076   22     0    -138      0    138  0.93061440E+00  0.00000000E+00 0.1062E-12      6
 1077   22     0    -137      0    137  0.93685908E+00  0.00000000E+00 0.1289E-13      5
 1078   22     0    -136      0    136  0.94398362E+00  0.00000000E+00 0.1165E-13      6
 1079   22     0    -135      0    135  0.95112751E+00  0.00000000E+00 0.1610E-12      6
 1080   22     0    -134      0    134  0.95747862E+00  0.00000000E+00 0.1196E-12      5
 1081   22     0    -133      0    133  0.96409078E+00  0.00000000E+00 0.1244E-12      5
 1082   22     0    -132      0    132  0.97167802E+00  0.00000000E+00 0.2043E-13      6
 1083   22     0    -131      0    131  0.97925296E+00  0.00000000E+00 0.2525E-13      6
 1084   22     0    -130      0    130  0.98595430E+00  0.00000000E+00 0.7524E-13      5
 1085   22     0    -129      0    129  0.99297268E+00  0.00000000E+00 0.1230E-14      5
 1086   22     0    -128      0    128  0.10010247E+01  0.00000000E+00 0.5243E-14      5
 1087   22     0    -127      0    127  0.10090071E+01  0.00000000E+00 0.7627E-13      6
 1088   22     0    -126      0    126  0.10160615E+01  0.00000000E+00 0.3049E-12      5
 1089   22     0    -125      0    125  0.10235775E+01  0.00000000E+00 0.3706E-12      5
 1090   22     0    -124      0    124  0.10321709E+01  0.00000000E+00 0.6883E-13      5
 1091   22     0    -123      0    123  0.10406288E+01  0.00000000E+00 0.3651E-12      6
 1092   22     0    -122      0    122  0.10480617E+01  0.00000000E+00 0.2678E-12      5
 1093   22     0    -121      0    121  0.10560631E+01  0.00000000E+00 0.1760E-12      5
 1094   22     0    -120      0    120  0.10652352E+01  0.00000000E+00 0.1446E-12      5
 1095   22     0    -119      0    119  0.10742559E+01  0.00000000E+00 0.3527E-13      6
 1096   22     0    -118      0    118  0.10821404E+01  0.00000000E+00 0.1240E-12      5
 1097   22     0    -117      0    117  0.10906217E+01  0.00000000E+00 0.2517E-12      6
 1098   22     0    -116      0    116  0.11003945E+01  0.00000000E+00 0.1788E-12      6
 1099   22     0    -115      0    115  0.11100225E+01  0.00000000E+00 0.1621E-13      6
 1100   22     0    -114      0    114  0.11183955E+01  0.00000000E+00 0.2686E-12      5
 1101   22     0    -113      0    113  0.11273895E+01  0.00000000E+00 0.8913E-14      6
 1102   22     0    -112      0    112  0.11378104E+01  0.00000000E+00 0.2627E-13      6
 1103   22     0    -111      0    111  0.11481080E+01  0.00000000E+00 0.1317E-13      6
 1104   22     0    -110      0    110  0.11570084E+01  0.00000000E+00 0.2458E-12      5
 1105   22     0    -109      0    109  0.11665108E+01  0.00000000E+00 0.1167E-12      6
 1106   22     0    -108      0    108  0.11776176E+01  0.00000000E+00 0.3298E-13      6
 1107   22     0    -107      0    107  0.11886881E+01  0.00000000E+00 0.1909E-13      6
 1108   22     0    -106      0    106  0.11982472E+01  0.00000000E+00 0.1415E-12      5
 1109   22     0    -105      0    105  0.12082454E+01  0.00000000E+00 0.2245E-13      6
 1110   22     0    -104      0    104  0.12200610E+01  0.00000000E+00 0.1428E-12      6
 1111   22     0    -103      0    103  0.12320244E+01  0.00000000E+00 0.1730E-12      5
 1112   22     0    -102      0    102  0.12423845E+01  0.00000000E+00 0.1855E-12      6
 1113   22     0    -101      0    101  0.12528353E+01  0.00000000E+00 0.1833E-12      6
 1114   22     0    -100      0    100  0.12653883E+01  0.00000000E+00 0.4320E-12      5
 1115   22     0     -99      0     99  0.12783811E+01  0.00000000E+00 0.1091E-12      6
 1116   22     0     -98      0     98  0.12897591E+01  0.00000000E+00 0.8985E-15      5
 1117   22     0     -97      0     97  0.13007408E+01  0.00000000E+00 0.4903E-13      6
 1118   22     0     -96      0     96  0.13141251E+01  0.00000000E+00 0.4749E-13      5
 1119   22     0     -95      0     95  0.13282955E+01  0.00000000E+00 0.5813E-13      6
 1120   22     0     -94      0     94  0.13408715E+01  0.00000000E+00 0.1093E-12      6
 1121   22     0     -93      0     93  0.13525581E+01  0.00000000E+00 0.1530E-12      6
 1122   22     0     -92      0     92  0.13668959E+01  0.00000000E+00 0.5538E-12      5
 1123   22     0     -91      0     91  0.13823568E+01  0.00000000E+00 0.5574E-13      6
 1124   22     0     -90      0     90  0.13962536E+01  0.00000000E+00 0.4054E-13      6
 1125   22     0     -89      0     89  0.14087604E+01  0.00000000E+00 0.9712E-13      6
 1126   22     0     -88      0     88  0.14241303E+01  0.00000000E+00 0.2871E-12      5
 1127   22     0     -87      0     87  0.14410163E+01  0.00000000E+00 0.7499E-13      6
 1128   22     0     -86      0     86  0.14564429E+01  0.00000000E+00 0.1500E-12      6
 1129   22     0     -85      0     85  0.14699067E+01  0.00000000E+00 0.1101E-12      6
 1130   22     0     -84      0     84  0.14863890E+01  0.00000000E+00 0.1869E-12      6
